log_source,event_id,timestamp,date,time,hour,day_of_week,use_case,entity_id,action,room,floor,device_type,network_type,tap_timestamp,command_sent_timestamp,rest_response_timestamp,ws_confirmation_timestamp,end_to_end_latency_ms,success,failure_reason,trigger_method,app_screen,riverpod_provider,docklet_id,dock_id
flutter_app,a960a1cb-39be-4b72-b7da-f5099861a55f,2025-06-15 08:38:01.574,2025-06-15,08:38:01,8,Sunday,UC3,light.snap_living_accent,bind,Living Room,Ground Floor,snap,local,2025-06-15 08:38:01.574,2025-06-15 08:38:01.604,2025-06-15 08:38:01.704,2025-06-15 08:38:02.925,1351,True,,tile_tap,room_view,deviceStateProvider,switch.docklet_4,dock_bedroom
flutter_app,b0d2c58a-ccd7-4772-ad2b-335f178eb31e,2025-06-15 11:09:13.980,2025-06-15,11:09:13,11,Sunday,UC1,fan.snap_living_fan,turn_on,Living Room,Ground Floor,snap,local,2025-06-15 11:09:13.980,2025-06-15 11:09:14.048,2025-06-15 11:09:14.175,2025-06-15 11:09:14.379,399,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,9fa72ba7-664a-45d3-af37-cae678e5361c,2025-06-15 13:07:59.387,2025-06-15,13:07:59,13,Sunday,UC1,light.snap_living_main,toggle,Living Room,Ground Floor,snap,local,2025-06-15 13:07:59.387,2025-06-15 13:07:59.419,2025-06-15 13:07:59.537,2025-06-15 13:07:59.922,535,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,768f10f8-350d-4974-95ce-104150f9eaa0,2025-06-15 18:43:41.073,2025-06-15,18:43:41,18,Sunday,UC1,light.snap_bedroom_bedside,toggle,Master Bedroom,First Floor,snap,local,2025-06-15 18:43:41.073,2025-06-15 18:43:41.120,2025-06-15 18:43:41.236,2025-06-15 18:43:41.548,475,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,b4727b76-7caa-42ba-9c28-061c26c2d8fd,2025-06-15 14:56:58.658,2025-06-15,14:56:58,14,Sunday,UC1,light.snap_bedroom_main,turn_on,Master Bedroom,First Floor,snap,local,2025-06-15 14:56:58.658,2025-06-15 14:56:58.735,2025-06-15 14:56:58.904,2025-06-15 14:56:59.134,476,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,876fb668-25df-4bc8-8a4b-7d2d8e2444da,2025-06-15 11:08:32.505,2025-06-15,11:08:32,11,Sunday,UC5,light.snap_living_main,turn_on,Living Room,Ground Floor,snap,remote,2025-06-15 11:08:32.505,2025-06-15 11:08:32.573,2025-06-15 11:08:32.649,2025-06-15 11:08:33.261,756,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,28311835-3ec8-4e34-8db9-97d47295ce20,2025-06-15 06:27:10.464,2025-06-15,06:27:10,6,Sunday,UC5,light.snap_living_main,toggle,Living Room,Ground Floor,snap,remote,2025-06-15 06:27:10.464,2025-06-15 06:27:10.526,2025-06-15 06:27:10.613,2025-06-15 06:27:11.333,869,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,c54aa1ae-a3cf-425f-a9b5-f3c9b695a46a,2025-06-15 20:53:51.314,2025-06-15,20:53:51,20,Sunday,UC1,light.snap_living_accent,turn_on,Living Room,Ground Floor,snap,local,2025-06-15 20:53:51.314,2025-06-15 20:53:51.390,2025-06-15 20:53:51.574,2025-06-15 20:53:51.954,640,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,07387c49-93f5-4c4b-92b6-6f491adf52bd,2025-06-15 19:08:42.486,2025-06-15,19:08:42,19,Sunday,UC1,light.snap_bedroom_bedside,turn_on,Master Bedroom,First Floor,snap,local,2025-06-15 19:08:42.486,2025-06-15 19:08:42.561,2025-06-15 19:08:42.700,2025-06-15 19:08:43.052,566,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,9478f3d9-4bd1-48a0-a01c-af84a99937dc,2025-06-15 18:28:57.529,2025-06-15,18:28:57,18,Sunday,UC1,light.snap_bedroom_main,turn_on,Master Bedroom,First Floor,snap,local,2025-06-15 18:28:57.529,2025-06-15 18:28:57.596,2025-06-15 18:28:57.712,2025-06-15 18:28:57.911,382,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,c95f118b-0b48-476f-96d2-007e5e929400,2025-06-15 18:03:14.069,2025-06-15,18:03:14,18,Sunday,UC1,light.snap_living_main,turn_off,Living Room,Ground Floor,snap,local,2025-06-15 18:03:14.069,2025-06-15 18:03:14.112,2025-06-15 18:03:14.310,2025-06-15 18:03:14.540,471,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,e6f3e976-ddf8-4808-8e29-f93e883f179e,2025-06-15 12:55:46.055,2025-06-15,12:55:46,12,Sunday,UC5,fan.snap_bedroom_fan,toggle,Master Bedroom,First Floor,snap,remote,2025-06-15 12:55:46.055,2025-06-15 12:55:46.091,2025-06-15 12:55:46.214,2025-06-15 12:55:46.755,700,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,6665f2d8-9010-4d12-b0f8-5be8e4ee1c17,2025-06-15 16:08:27.187,2025-06-15,16:08:27,16,Sunday,UC1,fan.snap_living_fan,turn_off,Living Room,Ground Floor,snap,local,2025-06-15 16:08:27.187,2025-06-15 16:08:27.220,2025-06-15 16:08:27.418,2025-06-15 16:08:27.575,388,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,1b54cf01-e6ab-476c-916f-57cb07406a8c,2025-06-15 21:50:29.292,2025-06-15,21:50:29,21,Sunday,UC5,light.snap_bedroom_main,toggle,Master Bedroom,First Floor,snap,remote,2025-06-15 21:50:29.292,2025-06-15 21:50:29.331,2025-06-15 21:50:29.439,2025-06-15 21:50:30.461,1169,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,9c879257-ba57-4bb6-b99c-8f23ecdff817,2025-06-15 22:37:47.555,2025-06-15,22:37:47,22,Sunday,UC1,light.snap_living_main,toggle,Living Room,Ground Floor,snap,local,2025-06-15 22:37:47.555,2025-06-15 22:37:47.588,2025-06-15 22:37:47.778,2025-06-15 22:37:47.930,375,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,7e00b3f3-5fb0-4379-a8e0-5650b64d5b5e,2025-06-15 05:04:43.882,2025-06-15,05:04:43,5,Sunday,UC1,light.snap_living_accent,turn_off,Living Room,Ground Floor,snap,local,2025-06-15 05:04:43.882,2025-06-15 05:04:43.951,2025-06-15 05:04:44.031,2025-06-15 05:04:44.523,641,True,,tile_tap,room_view,deviceStateProvider,,
flutter_app,048fe3e8-6332-4ff5-ba1b-59ea6a4c144b,2025-06-15 17:33:20.957,2025-06-15,17:33:20,17,Sunday,UC3,fan.snap_living_fan,bind,Living Room,Ground Floor,snap,local,2025-06-15 17:33:20.957,2025-06-15 17:33:21.029,2025-06-15 17:33:21.165,2025-06-15 17:33:22.345,1388,True,,tile_tap,room_view,deviceStateProvider,switch.docklet_3,dock_living
flutter_app,0aed2cfd-8fbd-48a9-bfc0-24fc6b4dece5,2025-06-15 21:59:04.009,2025-06-15,21:59:04,21,Sunday,UC5,light.snap_bedroom_main,toggle,Master Bedroom,First Floor,snap,remote,2025-06-15 21:59:04.009,2025-06-15 21:59:04.071,2025-06-15 21:59:04.198,2025-06-15 21:59:04.711,702,True,,tile_tap,room_view,deviceStateProvider,,
